Presion,Velocidad Inicial,Volumen,Cantidad de Particulas,Apertura,Tiempo de estabilizacion
0.000000,0.010000,0.021600,30,0.010000,531.363661
0.000000,0.010000,0.021600,30,0.010000,393.081570
0.000000,0.010000,0.021600,30,0.010000,287.233153
